Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_small_noise.csv,0.5125976562500002,-0.44,0,3426,2,0,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_FB.csv,0.5125976562500002,1.2804822217234075,3,13499,2,1579,15833
numenta,reward_low_FP_rate,realAdExchange/exchange-4_cpc_results.csv,0.5125976562500002,0.5122636907460967,3,1231,1,162,1643
numenta,reward_low_FP_rate,realTraffic/occupancy_6005.csv,0.5125976562500002,0.8612724903753929,2,1784,0,237,2380
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_c0d644.csv,0.5125976562500002,0.33730273803093547,6,3021,2,399,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.5125976562500002,0.8757274094930131,3,3025,0,400,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.5125976562500002,-2.22,0,930,1,126,1243
numenta,reward_low_FP_rate,realKnownCause/cpu_utilization_asg_misconfiguration.csv,0.5125976562500002,-2.113201033125981,23,15787,14,1476,18050
numenta,reward_low_FP_rate,realAdExchange/exchange-2_cpc_results.csv,0.5125976562500002,-1.6600000000000001,0,1215,3,163,1624
numenta,reward_low_FP_rate,realTraffic/occupancy_t4013.csv,0.5125976562500002,1.5160251845026103,4,1874,1,246,2500
numenta,reward_low_FP_rate,realTraffic/speed_6005.csv,0.5125976562500002,-0.03737799824406174,4,1882,4,235,2500
numenta,reward_low_FP_rate,artificialNoAnomaly/art_noisy.csv,0.5125976562500002,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,realTraffic/TravelTime_451.csv,0.5125976562500002,0.5600995682442989,1,1621,0,216,2162
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_53ea38.csv,0.5125976562500002,1.2013010635379722,4,3024,2,398,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_GOOG.csv,0.5125976562500002,-1.3601959148368281,9,13650,10,1423,15842
numenta,reward_low_FP_rate,realTweets/Twitter_volume_IBM.csv,0.5125976562500002,-2.8095896157587266,5,13531,22,1585,15893
numenta,reward_low_FP_rate,realTraffic/speed_t4013.csv,0.5125976562500002,1.9846249146536796,7,1871,0,243,2495
numenta,reward_low_FP_rate,realTweets/Twitter_volume_CRM.csv,0.5125976562500002,0.723575559502073,5,13559,0,1588,15902
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_fe7f93.csv,0.5125976562500002,0.7396346345610598,2,3023,0,403,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_825cc2.csv,0.5125976562500002,0.7365378402835625,8,3084,1,335,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_257a54.csv,0.5125976562500002,0.8606718242697022,4,3025,0,399,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/grok_asg_anomaly.csv,0.5125976562500002,1.293631851754921,8,3455,8,457,4621
numenta,reward_low_FP_rate,realKnownCause/ambient_temperature_system_failure.csv,0.5125976562500002,0.6562270895938709,4,5786,5,722,7267
numenta,reward_low_FP_rate,realTweets/Twitter_volume_AAPL.csv,0.5125976562500002,0.7097337379743307,11,13558,6,1577,15902
numenta,reward_low_FP_rate,realTweets/Twitter_volume_UPS.csv,0.5125976562500002,1.2122922924419628,18,13525,6,1567,15866
numenta,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsdown.csv,0.5125976562500002,0.41890867043772445,4,3023,2,399,4032
numenta,reward_low_FP_rate,realKnownCause/rogue_agent_key_updown.csv,0.5125976562500002,-1.9651121948711052,1,4028,7,529,5315
numenta,reward_low_FP_rate,realAdExchange/exchange-2_cpm_results.csv,0.5125976562500002,1.288243306042216,3,1217,2,159,1624
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_c6585a.csv,0.5125976562500002,-0.66,0,3425,3,0,4032
numenta,reward_low_FP_rate,realAdExchange/exchange-4_cpm_results.csv,0.5125976562500002,0.944710362684976,5,1230,3,159,1643
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.5125976562500002,1.7231016041511955,6,3026,0,396,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_77c1ca.csv,0.5125976562500002,0.48147330188318327,3,3021,4,400,4032
numenta,reward_low_FP_rate,realTraffic/TravelTime_387.csv,0.5125976562500002,-0.2733792258146922,2,1872,4,247,2500
numenta,reward_low_FP_rate,realTweets/Twitter_volume_PFE.csv,0.5125976562500002,2.251776435588133,8,13514,6,1580,15858
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_no_noise.csv,0.5125976562500002,-0.66,0,3425,3,0,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.5125976562500002,0.2962999929883815,3,3545,3,470,4730
numenta,reward_low_FP_rate,realAWSCloudwatch/elb_request_count_8c0756.csv,0.5125976562500002,1.495956134991235,4,3025,1,398,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_e47b3b.csv,0.5125976562500002,1.7122692801414665,3,3026,0,399,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/rds_cpu_utilization_cc0c53.csv,0.5125976562500002,-0.13844919792440225,2,3026,0,400,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_CVS.csv,0.5125976562500002,1.875506224893914,9,13573,4,1517,15853
numenta,reward_low_FP_rate,artificialWithAnomaly/art_daily_flatmiddle.csv,0.5125976562500002,0.3529370181016701,1,3022,3,402,4032
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.5125976562500002,0.8395664849068695,3,3022,4,399,4032
numenta,reward_low_FP_rate,realKnownCause/rogue_agent_key_hold.csv,0.5125976562500002,-1.3337010238500262,1,1408,2,189,1882
numenta,reward_low_FP_rate,realTraffic/speed_7578.csv,0.5125976562500002,2.4271712514561523,5,837,5,111,1127
numenta,reward_low_FP_rate,realTweets/Twitter_volume_KO.csv,0.5125976562500002,2.2428861478525155,6,13512,2,1581,15851
numenta,reward_low_FP_rate,realAdExchange/exchange-3_cpm_results.csv,0.5125976562500002,0.6422205193355025,2,1154,1,151,1538
numenta,reward_low_FP_rate,realAWSCloudwatch/ec2_network_in_5abac7.csv,0.5125976562500002,0.8815714028344827,4,3543,4,470,4730
numenta,reward_low_FP_rate,artificialNoAnomaly/art_flatline.csv,0.5125976562500002,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,artificialWithAnomaly/art_daily_nojump.csv,0.5125976562500002,-1.5567029318416292,0,3022,3,403,4032
numenta,reward_low_FP_rate,realAdExchange/exchange-3_cpc_results.csv,0.5125976562500002,2.5707776044966035,3,1155,0,150,1538
numenta,reward_low_FP_rate,artificialWithAnomaly/art_load_balancer_spikes.csv,0.5125976562500002,-0.14521185347577348,6,3020,5,397,4032
numenta,reward_low_FP_rate,artificialNoAnomaly/art_daily_perfect_square_wave.csv,0.5125976562500002,0.0,0,3428,0,0,4032
numenta,reward_low_FP_rate,realTweets/Twitter_volume_AMZN.csv,0.5125976562500002,-1.2370656617240239,7,13496,5,1573,15831
numenta,reward_low_FP_rate,realKnownCause/machine_temperature_system_failure.csv,0.5125976562500002,2.0607608562993995,8,19671,6,2260,22695
numenta,reward_low_FP_rate,artificialWithAnomaly/art_daily_jumpsup.csv,0.5125976562500002,0.8606718242697022,4,3025,0,399,4032
numenta,reward_low_FP_rate,artificialWithAnomaly/art_increase_spike_density.csv,0.5125976562500002,0.8606718242697022,1,3025,0,402,4032
numenta,reward_low_FP_rate,realKnownCause/nyc_taxi.csv,0.5125976562500002,2.108073882546704,9,8533,2,1026,10320
numenta,reward_low_FP_rate,realKnownCause/ec2_request_latency_system_failure.csv,0.5125976562500002,1.3758690538429592,7,3079,3,339,4032
Totals,,,,27.16284064423633,254,299170,177,33241,365558
