Detector,Profile,File,Threshold,Score,TP,TN,FP,FN,Total_Count
numentaWithoutSpatial,standard,artificialNoAnomaly/art_daily_small_noise.csv,0.5126953125,-0.22,0,3426,2,0,4032
numentaWithoutSpatial,standard,realTraffic/occupancy_6005.csv,0.5126953125,0.8426220017559383,1,1784,0,238,2380
numentaWithoutSpatial,standard,realAWSCloudwatch/iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,0.5126953125,-2.11,0,930,1,126,1243
numentaWithoutSpatial,standard,realKnownCause/nyc_taxi.csv,0.5126953125,2.3280738825467036,8,8533,2,1027,10320
numentaWithoutSpatial,standard,realTraffic/speed_6005.csv,0.5126953125,0.5059577063288931,2,1883,3,237,2500
numentaWithoutSpatial,standard,realTraffic/occupancy_t4013.csv,0.5126953125,1.620340578115117,2,1874,1,248,2500
numentaWithoutSpatial,standard,realKnownCause/rogue_agent_key_hold.csv,0.5126953125,-1.0037010238500264,1,1409,1,189,1882
numentaWithoutSpatial,standard,realTraffic/TravelTime_451.csv,0.5126953125,0.5600995682442989,1,1621,0,216,2162
numentaWithoutSpatial,standard,artificialWithAnomaly/art_increase_spike_density.csv,0.5126953125,0.8606718242697022,1,3025,0,402,4032
numentaWithoutSpatial,standard,realAWSCloudwatch/ec2_cpu_utilization_5f5533.csv,0.5126953125,1.7160313656625434,3,3026,0,399,4032
numentaWithoutSpatial,standard,realKnownCause/rogue_agent_key_updown.csv,0.5126953125,-1.1857598281380348,1,4029,6,529,5315
numentaWithoutSpatial,standard,realAWSCloudwatch/ec2_disk_write_bytes_1ef3de.csv,0.5126953125,0.8145440937195406,2,3547,1,471,4730
numentaWithoutSpatial,standard,realAWSCloudwatch/ec2_network_in_5abac7.csv,0.5126953125,-0.4297135204905227,2,3544,3,472,4730
numentaWithoutSpatial,standard,realTweets/Twitter_volume_FB.csv,0.5126953125,1.4995839296383957,2,13499,2,1580,15833
numentaWithoutSpatial,standard,realAWSCloudwatch/ec2_cpu_utilization_ac20cd.csv,0.5126953125,0.8757274094930131,1,3025,0,402,4032
numentaWithoutSpatial,standard,realAWSCloudwatch/elb_request_count_8c0756.csv,0.5126953125,1.5914369561317372,2,3025,1,400,4032
numentaWithoutSpatial,standard,realAdExchange/exchange-2_cpc_results.csv,0.5126953125,-1.33,0,1215,3,163,1624
numentaWithoutSpatial,standard,realAWSCloudwatch/ec2_cpu_utilization_24ae8d.csv,0.5126953125,1.2760313656625435,2,3022,4,400,4032
numentaWithoutSpatial,standard,realTweets/Twitter_volume_GOOG.csv,0.5126953125,-0.2601961746978674,7,13650,10,1425,15842
numentaWithoutSpatial,standard,realTweets/Twitter_volume_KO.csv,0.5126953125,2.4611499425028884,4,13512,2,1583,15851
